p,cand_old,wit_old,cand_bad,wit_bad,first_l_old,first_l_bad,witnesses_bad
773,66,38,94,54,15461,15461,15461 57203 89669 92761 103583 117497 180883 190159 205619 210257 241177 273643 296833 301471 324661 329299 340121 344759 349397 352489 367949 386501 409691 435973 437519 442157 460709 486991 497813 502451 514819 519457 525641 530279 533371 548831 576659 590573 598303 613763 636953 649321 681787 706523 723529 751357 752903 793099 808559 820927 836387 844117 859577 862669
787,62,37,95,56,22037,22037,22037 31481 47221 69257 75553 118051 125921 130643 146383 149531 163697 173141 193603 201473 207769 220361 234527 250267 267581 281747 286469 291191 338411 377761 380909 390353 401371 406093 443869 456461 480071 522569 527291 547753 557197 580807 590251 675247 679969 687839 716171 722467 731911 753947 769687 779131 793297 815333 826351 831073 834221 862553 873571 876719 909773 923939
797,62,40,92,58,11159,11159,11159 14347 35069 44633 63761 82889 86077 87671 109987 111581 114769 119551 125927 138679 143461 148243 149837 164183 181717 191281 205627 215191 231131 269387 306049 310831 315613 331553 355463 388937 401689 436757 451103 473419 494141 498923 516457 540367 594563 626443 637601 645571 669481 699767 704549 714113 733241 736429 747587 757151 789031 817723 819317 824099 875107 889453 891047 927709
809,63,37,90,54,1619,1619,1619 14563 19417 25889 35597 48541 50159 67957 79283 92227 97081 103553 152093 169891 189307 203869 205487 254027 305803 321983 331691 380231 398029 412591 432007 438479 448187 472457 475693 491873 511289 545267 548503 584099 588953 601897 608369 669853 679561 690887 694123 715157 737809 742663 792821 807383 826799 831653 864013 873721 875339 883429 909317 948149
811,75,49,101,61,8111,8111,8111 9733 22709 32441 48661 53527 58393 61637 82723 87589 90833 107053 115163 126517 139493 150847 180043 202751 218971 223837 236813 243301 248167 266009 282229 316291 326023 329267 334133 345487 348731 387659 442807 450917 455783 476869 480113 486601 496333 510931 525529 553103 559591 569323 601763 617983 621227 637447 655289 661777 669887 703949 713681 715303 723413 840197 893723 908321 932651 961847 978067
821,70,45,99,65,6569,6569,6569 14779 16421 21347 39409 41051 49261 70607 75533 114941 124793 144497 149423 172411 177337 187189 188831 193757 213461 223313 236449 247943 252869 270931 277499 305413 311981 344821 359599 361241 366167 420353 425279 428563 443341 464687 469613 492601 543503 551713 556639 592763 596047 615751 669937 689641 699493 704419 724123 735617 753679 804581 809507 829211 834137 883397 912953 926089 942509 970423 976991 995053 999979 1001621 1006547
823,67,44,96,59,24691,24691,24691 52673 54319 62549 74071 92177 103699 116867 128389 156371 166247 176123 181061 192583 197521 225503 265007 284759 301219 304511 306157 316033 329201 340723 363767 383519 408209 437837 464173 474049 477341 497093 498739 567871 571163 576101 587623 592561 600791 610667 622189 645233 646879 660047 778559 785143 808187 809833 814771 834523 857567 859213 864151 921761 951389 962911 981017 990893 1007353
827,70,45,100,63,14887,14887,14887 21503 36389 56237 66161 115781 119089 138937 170363 173671 205097 219983 223291 234869 239831 272911 284489 292759 314261 319223 327493 339071 342379 347341 391999 441619 453197 492893 507779 512741 516049 527627 575593 582209 585517 592133 602057 610327 615289 616943 620251 625213 659947 674833 681449 684757 726107 744301 755879 774073 788959 790613 805499 833617 835271 855119 858427 865043 874967 883237 917971 937819 964283
829,66,43,100,62,9949,9949,9949 14923 33161 49741 64663 72953 74611 84559 89533 102797 122693 139273 159169 184039 217199 218857 223831 227147 242069 248701 283519 288493 293467 348181 351497 397921 416159 421133 441029 446003 467557 490769 505691 507349 515639 540509 545483 550457 586933 606829 611803 636673 649937 706309 716257 719573 739469 741127 746101 761023 770971 805789 829001 865477 868793 888689 935113 948377 989827 998117 1003091 1004749
839,64,40,92,59,10069,10069,10069 26849 31883 45307 50341 67121 75511 87257 110749 115783 120817 137597 167801 203039 208073 243311 258413 278549 283583 293651 327211 352381 364127 397687 404399 409433 414467 437959 448027 469841 473197 479909 493333 498367 548707 555419 563809 644353 671201 691337 704761 729931 745033 765169 775237 797051 800407 807119 822221 825577 855781 872561 906121 921223 932969 963173 971563 988343 998411
853,60,34,87,46,39239,39239,39239 44357 56299 76771 122833 131363 133069 136481 187661 230311 266137 276373 286609 312199 351437 363379 366791 378733 404323 453797 464033 465739 479387 506683 511801 530567 540803 551039 557863 588571 609043 619279 644869 704579 742111 750641 755759 839353 847883 909299 921241 977539 991187 1008247 1032131 1037249
857,72,50,92,62,6857,6857,6857 15427 46279 83987 102841 128551 143977 149119 159403 166259 174829 191969 210823 238247 294809 298237 303379 305093 308521 334231 339373 341087 354799 375367 401077 411361 416503 426787 431929 452497 459353 474779 485063 495347 514201 551909 555337 560479 581047 582761 586189 598187 606757 608471 634181 647893 654749 663319 714739 716453 752447 843289 868999 894709 899851 906707 920419 988979 1023259 1079821 1086677 1095247
859,71,43,103,60,18899,18899,18899 29207 41233 67003 70439 80747 97927 127133 154621 163211 190699 199289 201007 209597 221623 226777 250829 276599 307523 309241 312677 317831 359063 379679 431219 453553 463861 467297 489631 515401 525709 536017 585839 596147 633943 637379 642533 647687 659713 663149 668303 673457 695791 766229 793717 798871 819487 824641 879617 891643 895079 900233 974107 982697 987851 994723 1008467 1030801 1046263 1075469
863,69,54,95,75,5179,5179,5179 27617 31069 43151 53507 62137 63863 72493 74219 79397 89753 103561 108739 176053 182957 198491 203669 207121 243367 269257 279613 281339 321037 327941 336571 338297 357283 364187 372817 379721 390077 410789 414241 424597 440131 450487 452213 460843 462569 483281 538513 548869 569581 586841 626539 631717 638621 652429 657607 664511 667963 674867 716291 726647 762893 773249 787057 804317 833659 838837 881987 900973 944123 952753 978643 985547 995903 1014889 1037327 1040779 1066669 1073573 1087381 1089107 1099463
877,66,35,103,56,15787,15787,15787 29819 31573 110503 136813 166631 178909 189433 210481 213989 224513 226267 245561 263101 382373 399913 452533 482351 489367 508661 513923 515677 534971 540233 541987 547249 550757 552511 577067 629687 682307 710371 724403 726157 750713 778777 787547 798071 803333 820873 829643 857707 882263 894541 915589 926113 998027 1034861 1057663 1061171 1066433 1078711 1120807 1131331 1136593 1147117
881,89,56,116,71,15859,15859,15859 22907 26431 37003 58147 70481 75767 137437 139199 158581 160343 176201 186773 190297 211441 227299 239633 264301 296017 301303 306589 324209 333019 343591 354163 361211 366497 370021 387641 403499 407023 422881 429929 449311 465169 482789 486313 498647 502171 560317 565603 572651 613177 618463 630797 671323 692467 703039 713611 715373 718897 740041 741803 750613 757661 766471 789377 826379 852809 898621 953243 974387 983197 984959 988483 995531 1021961 1037819 1048391 1099489 1159397
883,74,50,103,64,10597,10597,10597 19427 21193 37087 83003 88301 90067 125387 162473 164239 199559 204857 206623 217219 243709 257837 294923 312583 321413 332009 344371 353201 407947 429139 445033 464459 469757 490949 498013 522737 535099 543929 550993 570419 575717 577483 582781 591611 614569 619867 665783 667549 671081 688741 692273 702869 725827 741721 762913 777041 782339 799999 805297 835319 868873 904193 937747 973067 980131 1054303 1070197 1073729 1100219 1112581
887,70,46,101,63,5323,5323,5323 23063 42577 44351 60317 74509 101119 106441 113537 133051 138373 150791 154339 180949 193367 198689 212881 225299 244813 358349 367219 390281 399151 406247 420439 443501 459467 473659 484303 502043 521557 564133 565907 592517 608483 645737 665251 713149 730889 739759 752177 762821 766369 771691 777013 784109 805397 830233 867487 894097 911837 920707 936673 938447 1000537 1037791 1043113 1082141 1106977 1130039 1151327 1167293 1176163
907,65,41,98,59,5443,5443,5443 32653 54421 59863 85259 103399 117911 195913 212239 234007 243077 270287 275729 286613 288427 299311 324707 335591 357359 362801 368243 386383 411779 462571 471641 478897 484339 516991 533317 587737 604063 625831 631273 634901 642157 662111 667553 694763 711089 716531 770951 841697 885233 914257 930583 941467 966863 977747 983189 985003 994073 995887 1086587 1093843 1113797 1131937 1148263 1157333 1170031
911,72,49,104,69,1823,1823,1823 29153 32797 60127 61949 71059 83813 98389 109321 111143 127541 163981 180379 182201 193133 198599 202243 207709 251437 262369 278767 280589 284233 296987 307919 317029 333427 335249 382621 409951 442747 444569 470077 530203 535669 548423 575753 584863 628591 657743 663209 679607 683251 685073 699649 734267 743377 756131 765241 836299 843587 881849 892781 912823 925577 985703 989347 994813 1002101 1049473 1071337 1095023 1098667 1116887 1131463 1175191 1180657 1182479 1209809
919,79,51,113,72,25733,25733,25733 36761 66169 93739 102929 110281 113957 126823 136013 169097 187477 192991 204019 209533 213209 229751 231589 257321 297757 306947 314299 378629 413551 430093 450311 466853 468691 512803 521993 540373 567943 573457 578971 615731 632273 659843 681899 683737 687413 711307 720497 737039 738877 744391 770123 771961 792179 803207 808721 830777 836291 852833 874889 882241 904297 913487 926353 992521 996197 1003549 1031119 1067879 1075231 1086259 1106477 1134047 1161617 1178159 1196539 1213081 1222271 1235137
929,66,41,106,65,7433,7433,7433 46451 102191 105907 128203 141209 167221 169079 174653 183943 230393 235967 273127 278701 300997 314003 319577 353021 373459 379033 401329 418051 486797 520241 529531 540679 568549 570407 585271 603851 613141 626147 642869 670739 724621 741343 765497 782219 787793 815663 826811 865829 882551 899273 904847 910421 960587 986599 1010753 1014469 1020043 1038623 1053487 1086931 1114801 1116659 1131523 1133381 1144529 1192837 1198411 1243003 1256009 1267157 1276447
937,81,54,118,79,5623,5623,5623 9371 28111 31859 43103 50599 61843 82457 93701 101197 110567 116189 140551 146173 149921 185527 196771 202393 223007 239873 247369 251117 258613 290471 297967 318581 363557 380423 397289 399163 408533 419777 431021 438517 472249 475997 494737 511603 528469 534091 539713 556579 577193 599681 618421 627791 652153 655901 700877 764593 802073 841427 852671 858293 897647 905143 914513 927631 959489 998843 1015709 1021331 1040071 1055063 1073803 1085047 1094417 1100039 1105661 1111283 1113157 1130023 1141267 1184369 1223723 1234967 1263077 1270573 1309927
941,80,51,115,72,5647,5647,5647 30113 35759 52697 86573 92219 103511 112921 124213 137387 152443 165617 193847 216431 242779 250307 299239 338761 340643 385811 425333 434743 440389 442271 459209 496849 504377 519433 532607 553309 600359 622943 632353 645527 649291 656819 666229 668111 679403 688813 705751 711397 733981 741509 745273 762211 801733 807379 809261 865721 882659 939119 942883 956057 961703 967349 1040747 1052039 1080269 1089679 1140493 1163077 1210127 1225183 1230829 1244003 1247767 1277879 1294817 1298581 1304227 1315519
947,78,47,109,65,5683,5683,5683 7577 13259 17047 24623 28411 41669 47351 70079 73867 149627 159097 187507 223493 232963 251903 263267 297359 306829 325769 357967 369331 392059 410999 439409 445091 448879 471607 507593 558731 562519 568201 590929 596611 643961 653431 681841 700781 704569 727297 729191 755707 761389 767071 784117 837149 852301 931849 943213 984881 1011397 1041701 1104203 1121249 1130719 1142083 1164811 1178069 1187539 1206479 1234889 1263299 1312543 1314437 1320119
953,76,42,102,57,1907,1907,1907 30497 127703 148669 154387 162011 167729 247781 257311 268747 270653 280183 282089 308773 320209 343081 385013 396449 400261 425039 428851 442193 451723 470783 505091 514621 545117 571801 583237 611827 613733 625169 648041 680443 714751 796709 800521 813863 853889 869137 880573 897727 928223 945377 985403 994933 1013993 1042583 1057831 1134071 1137883 1143601 1231277 1240807 1280833 1282739 1338013
967,73,44,106,64,15473,15473,15473 23209 27077 56087 102503 116041 121843 162457 172127 177929 197269 232081 237883 247553 264959 270761 278497 295903 299771 328781 342319 365527 382933 435151 440953 468029 498973 502841 508643 527983 549257 624683 626617 636287 647891 653693 690439 700109 711713 787139 812281 829687 835489 870301 937991 957331 996011 1003747 1025021 1030823 1067569 1079173 1100447 1141061 1218421 1270639 1276441 1320923 1334461 1357669 1367339 1390547 1392481 1398283
971,79,49,108,67,5827,5827,5827 19421 25247 66029 77681 104869 118463 122347 141767 151477 157303 163129 182549 203911 215563 223331 269939 279649 310721 320431 326257 351503 361213 390343 419473 427241 442777 471907 491327 495211 497153 501037 524341 526283 549587 559297 582601 613673 623383 631151 646687 660281 757381 821467 827293 862249 910799 920509 922451 972943 980711 1027319 1048681 1066159 1068101 1079753 1114709 1126361 1161317 1165201 1167143 1182679 1202099 1258417 1310851 1316677 1380763
977,75,47,110,67,7817,7817,7817 13679 19541 54713 87931 95747 117241 193447 195401 212987 218849 224711 228619 287239 289193 318503 341951 357583 375169 377123 424019 429881 453329 492409 498271 515857 523673 547121 552983 556891 562753 570569 576431 611603 623327 635051 662407 670223 674131 703441 728843 756199 762061 781601 808957 849991 875393 980909 992633 1033667 1074701 1084471 1113781 1137229 1143091 1156769 1162631 1172401 1178263 1191941 1195849 1219297 1236883 1244699 1254469 1383433 1385387
983,77,47,113,67,13763,13763,13763 19661 23593 55049 88471 147451 149417 171043 178907 182839 218227 338153 347983 349949 355847 379439 389269 438419 448249 471841 503297 536719 560311 572107 603563 654679 680237 701863 719557 737251 739217 762809 778537 790333 798197 809993 815891 819823 831619 845381 861109 867007 904361 925987 939749 945647 955477 969239 996763 1016423 1051811 1097029 1122587 1126519 1140281 1152077 1156009 1163873 1203193 1211057 1232683 1252343 1332949 1346711 1358507 1382099 1429283
991,77,41,113,61,17839,17839,17839 47569 69371 71353 134777 188291 200183 218021 225949 243787 255679 259643 295319 354779 356761 368653 392437 426131 451897 491537 505411 517303 521267 550997 556943 610457 624331 634241 652079 693701 743251 749197 753161 800729 824513 842351 874063 897847 933523 939469 963253 981091 1002893 1026677 1169381 1207039 1228841 1236769 1278391 1300193 1306139 1325959 1335869 1337851 1353707 1367581 1379473 1389383 1403257 1409203 1432987
997,77,45,116,65,3989,3989,3989 23929 27917 63809 93719 95713 105683 135593 143569 147557 149551 159521 177467 179461 209371 213359 237287 287137 303089 327017 334993 352939 356927 394813 458621 484543 508471 514453 548351 614153 667991 691919 703883 711859 717841 733793 745757 777661 807571 855427 931199 955127 961109 963103 973073 1004977 1086731 1092713 1106671 1112653 1134587 1194407 1200389 1262203 1292113 1296101 1316041 1339969 1343957 1345951 1363897 1399789 1451633 1465591 1475561
1009,80,49,104,60,42379,42379,42379 64577 72649 88793 94847 121081 125117 149333 199783 211891 215927 234089 284539 290593 343061 361223 417727 423781 452033 512573 544861 548897 567059 569077 575131 593293 605401 609437 615491 623563 633653 688139 706301 738589 785003 787021 817291 829399 835453 859669 887921 902047 908101 920209 932317 950479 960569 962587 968641 1027163 1041289 1124027 1130081 1222909 1329863 1384349 1414619 1422691 1440853 1483231
1013,83,47,118,64,20261,20261,20261 26339 30391 50651 87119 135743 158029 178289 182341 218809 249199 267433 305927 336317 346447 354551 376837 419383 449773 451799 482189 492319 498397 510553 512579 536891 553099 597671 603749 650347 668581 682763 692893 694919 773933 810401 832687 846869 871181 875233 881311 948169 956273 972481 974507 998819 1002871 1059599 1075807 1087963 1106197 1108223 1126457 1136587 1150769 1156847 1205471 1239913 1248017 1272329 1290563 1318927 1349317 1418201
1019,80,47,122,73,38723,38723,38723 50951 85597 116167 136547 165079 167117 228257 232333 244561 246599 252713 258827 277169 289397 293473 313853 319967 366841 409639 446323 460589 470779 472817 478931 491159 519691 527843 531919 593059 629743 644009 656237 662351 666427 723491 735719 741833 752023 758137 764251 772403 876341 906911 917101 961937 1029191 1063837 1069951 1094407 1118863 1120901 1163699 1175927 1186117 1194269 1212611 1222801 1243181 1261523 1283941 1326739 1365461 1383803 1400107 1414373 1418449 1430677 1444943 1512197 1522387 1530539 1548881
1021,84,46,115,61,30631,30631,30631 40841 49009 53093 59219 61261 89849 144983 153151 171529 200117 212369 226663 255251 257293 273629 281797 304259 306301 312427 334889 349183 377771 385939 426779 441073 471703 561551 588097 598307 604433 643231 692239 716743 726953 782087 784129 863767 869893 876019 931153 986287 990371 1002623 1010791 1021001 1041421 1070009 1088387 1102681 1217033 1243579 1247663 1274209 1292587 1317091 1384477 1406939 1498829 1500871 1513123
